feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,label
73.514,74.601,74.066,64.224,90.0,70.291,-399.302,-0.811,0.262,D
74.263,75.09,73.827,65.888,90.0,70.31,-305.214,-0.725,2.259,D
75.429,74.858,72.708,63.077,90.0,71.999,-820.353,0.06,2.61,D
74.132,74.048,75.261,64.4,90.0,70.147,-552.162,-0.364,2.712,D
73.87,73.359,73.823,63.033,90.0,69.432,-748.129,0.098,0.419,D
74.059,74.057,73.736,64.708,90.0,71.257,-188.152,0.91,-1.692,D
74.171,75.365,75.463,63.142,90.0,72.664,-235.751,-0.37,-0.995,D
73.802,75.495,73.319,64.753,90.0,70.07,-662.794,-1.701,3.483,D
74.825,75.239,74.945,64.568,90.0,71.285,-772.391,0.681,4.334,D
75.719,73.716,73.47,64.681,90.0,69.415,-716.08,-1.194,2.079,D
75.293,73.28,74.638,63.423,90.0,69.123,-398.364,-0.441,4.249,D
74.05,75.022,74.738,64.491,90.0,69.861,-54.317,0.991,3.365,D
73.755,73.036,73.307,65.835,90.0,71.453,-217.288,0.743,-4.242,D
74.9,73.566,72.571,64.051,90.0,70.096,-91.043,0.149,-2.482,D
74.64,75.334,75.306,65.544,90.0,70.726,-920.679,-1.398,-4.865,D
75.15,73.564,73.866,63.314,90.0,72.967,-176.79,0.898,3.198,D
74.622,75.129,75.171,64.32,90.0,70.247,-62.54,0.239,-3.596,D
75.993,73.08,73.134,65.023,90.0,71.918,-418.394,-1.736,-1.03,D
75.616,75.369,72.069,64.242,90.0,72.804,-26.764,0.018,0.078,D
75.214,73.015,75.935,63.498,90.0,69.924,-907.644,0.293,1.245,D
74.676,74.499,75.855,65.729,90.0,72.038,-165.68,-1.908,-1.953,D
73.892,75.613,74.049,64.112,90.0,71.848,-687.297,0.506,-2.743,D
73.39,75.649,75.708,63.775,90.0,71.212,-932.21,0.564,-1.793,D
74.869,73.42,73.195,63.707,90.0,70.904,-782.601,-0.884,2.829,D
75.699,75.667,72.445,65.177,90.0,71.01,-540.573,-0.617,-4.581,D
74.824,73.947,72.694,64.449,90.0,71.212,-50.554,-1.433,-2.39,D
75.36,75.561,74.159,64.386,90.0,71.18,-754.198,-0.856,-4.339,D
74.872,75.378,73.917,65.666,90.0,70.483,-607.825,0.252,1.938,D
74.482,74.554,72.837,65.027,90.0,69.682,-282.608,-1.295,-0.235,D
74.228,75.772,75.306,65.668,90.0,69.639,-218.744,-1.53,-0.555,D
75.217,73.867,72.278,64.358,90.0,69.097,-709.62,-0.679,-3.138,D
73.505,75.479,72.025,64.642,90.0,71.905,-519.851,-0.471,0.746,D
73.888,75.944,72.84,64.601,90.0,70.485,-947.79,0.669,3.219,D
75.385,75.424,74.021,63.515,90.0,72.954,-502.249,-1.39,-4.693,D
74.223,74.536,74.09,64.856,90.0,71.545,-851.738,-1.809,2.705,D
75.696,75.6,75.403,64.313,90.0,71.456,-530.658,-1.49,3.311,D
75.702,74.542,73.72,65.265,90.0,69.377,-790.542,-1.538,2.462,D
75.97,74.765,73.664,65.785,90.0,70.198,-8.774,0.251,-1.515,D
73.968,73.935,73.683,63.389,90.0,72.425,-705.298,-1.244,3.015,D
74.003,73.296,73.565,63.072,90.0,69.873,-285.356,-0.307,-3.261,D
74.72,75.004,72.126,65.295,90.0,70.571,-785.24,0.454,2.78,D
74.355,73.965,74.427,65.514,90.0,71.904,-808.964,0.898,2.326,D
73.684,73.155,73.939,63.185,90.0,71.541,-950.873,-1.953,-2.22,D
74.151,73.322,74.617,64.022,90.0,72.744,-155.335,-0.415,-0.09,D
73.984,74.848,74.504,65.721,90.0,72.535,-806.111,-0.28,0.972,D
75.417,75.335,74.666,63.807,90.0,71.739,-554.211,-0.357,0.952,D
75.679,73.771,72.409,63.894,90.0,72.832,-102.466,0.487,-0.128,D
75.727,75.925,73.597,64.575,90.0,71.247,-779.696,-0.423,1.217,D
73.035,75.388,75.529,65.646,90.0,69.242,-696.539,-1.956,1.418,D
73.508,75.22,75.12,64.152,90.0,72.751,-471.829,-0.127,-4.768,D
74.646,74.379,72.278,64.904,90.0,69.858,-161.128,0.268,3.545,D
74.919,74.472,73.465,65.031,90.0,70.847,-870.686,-0.623,0.54,D
73.524,74.509,74.57,63.44,90.0,69.049,-174.057,-1.01,1.407,D
73.095,74.721,73.574,63.552,90.0,70.301,-833.816,-0.667,2.825,D
76.692,75.907,73.409,75.724,90.0,70.359,-314.169,0.161,-0.612,E
76.869,73.009,74.695,75.86,90.0,72.293,-537.008,-0.077,5.748,E
73.087,75.007,73.672,75.812,90.0,70.538,-930.974,-1.528,4.346,E
75.658,76.692,77.386,77.076,90.0,71.051,-84.89,-0.22,5.414,E
75.253,74.725,76.618,76.752,90.0,73.612,-200.447,-0.322,2.573,E
77.694,75.0,75.57,75.708,90.0,72.067,-449.141,-1.069,-0.416,E
74.865,76.427,75.561,76.763,90.0,72.441,-880.634,0.158,2.031,E
77.468,76.49,77.888,73.108,90.0,72.083,-435.263,0.559,5.415,E
76.307,77.855,76.039,73.713,90.0,72.052,-402.319,-1.756,5.308,E
77.067,75.748,73.945,74.531,90.0,70.627,-375.103,0.425,2.929,E
76.527,74.131,75.356,74.241,90.0,71.582,-750.27,-1.01,4.827,E
76.985,74.806,77.863,73.662,90.0,71.265,-785.925,-0.99,2.708,E
77.067,76.387,76.434,73.177,90.0,73.529,-124.687,0.962,4.921,E
77.747,75.244,75.745,76.695,90.0,73.077,-596.463,0.017,4.545,E
77.011,76.041,77.624,76.05,90.0,71.75,-273.119,0.287,1.711,E
74.161,77.318,73.205,74.548,90.0,72.677,-671.527,0.772,3.8,E
77.146,77.062,77.365,73.753,90.0,71.386,-348.309,-0.709,2.508,E
77.062,76.55,76.741,74.1,90.0,72.318,-604.344,0.733,0.743,E
76.49,74.781,74.769,75.189,90.0,73.014,-804.121,0.409,5.811,E
74.796,73.281,74.971,77.703,90.0,72.131,-223.134,-0.949,0.41,E
73.109,76.654,73.282,75.932,90.0,72.42,-555.251,-1.293,3.351,E
73.106,74.112,76.693,74.138,90.0,73.549,-249.625,-1.9,5.655,E
76.897,77.942,76.489,76.919,90.0,71.344,-903.902,-1.984,0.193,E
77.999,77.994,77.004,76.347,90.0,72.825,-380.33,-0.044,5.576,E
77.988,77.696,76.148,73.654,90.0,70.693,-603.286,-1.418,2.5,E
75.022,77.414,73.947,75.591,90.0,70.597,-894.263,0.435,3.174,E
73.627,74.167,77.175,77.879,90.0,73.903,-762.237,-1.16,5.242,E
77.377,75.226,77.919,75.391,90.0,70.348,-104.333,-0.53,5.702,E
77.739,74.251,77.556,73.004,90.0,73.915,-147.855,-0.753,-0.045,E
76.292,73.044,77.408,73.892,90.0,73.114,-542.489,0.751,2.312,E
74.002,75.849,74.992,73.751,90.0,72.16,-445.489,0.878,-0.139,E
74.159,77.536,74.895,76.13,90.0,73.318,-474.674,0.986,5.329,E
77.299,75.316,73.024,76.01,90.0,73.078,-722.308,0.572,4.791,E
77.733,73.453,73.067,75.15,90.0,72.64,-768.199,0.295,1.912,E
74.267,74.269,74.689,77.515,90.0,73.365,-326.402,-1.856,0.518,E
74.463,74.872,76.159,73.481,90.0,72.968,-746.362,0.134,0.286,E
74.853,73.042,74.783,73.403,90.0,73.165,-135.609,0.524,3.941,E
73.849,76.334,76.658,73.173,90.0,71.149,-217.019,0.652,0.723,E
73.627,74.08,77.982,77.568,90.0,70.705,-14.626,-1.34,3.019,E
75.043,76.303,76.742,74.627,90.0,72.888,-651.809,-0.465,5.762,E
76.087,77.799,77.273,73.177,90.0,71.487,-631.8,-0.874,4.475,E
75.763,73.998,75.318,75.408,90.0,71.92,-39.052,0.227,0.442,E
73.559,77.853,74.078,74.979,90.0,72.083,-107.906,-1.051,5.131,E
74.242,74.183,77.487,76.867,90.0,70.861,-258.581,-1.129,4.906,E
76.506,75.825,74.766,75.101,90.0,73.265,-252.721,0.936,1.537,E
77.734,75.723,76.301,75.869,90.0,72.775,-195.332,-1.429,3.038,E
77.371,75.313,73.796,74.116,90.0,71.998,-486.553,-0.25,-0.637,E
76.532,74.316,77.966,76.72,90.0,73.982,-66.223,-0.955,5.312,E
77.86,77.193,77.656,73.367,90.0,73.329,-132.74,-0.19,3.034,E
74.956,76.19,76.068,73.357,90.0,72.088,-330.409,-0.573,2.94,E
76.695,74.936,76.344,74.017,90.0,72.225,-220.744,-1.553,5.248,E
74.628,77.197,74.154,76.296,90.0,73.385,-73.612,0.457,3.819,E
75.855,73.567,73.088,77.908,90.0,73.658,-810.32,0.324,2.772,E
74.513,77.655,74.173,76.893,90.0,71.517,-168.512,-0.417,5.538,E
73.709,77.084,77.826,76.885,90.0,73.824,-815.288,0.895,5.437,E
73.785,73.905,77.545,75.356,90.0,72.228,-460.827,-0.947,0.125,E
74.944,75.009,74.957,74.368,90.0,73.214,-442.958,0.538,-0.22,E
75.323,75.654,73.048,76.45,90.0,71.83,-495.518,-0.099,1.853,E
77.224,74.2,77.223,75.083,90.0,70.08,-288.596,0.657,0.186,E
74.018,74.409,75.909,74.334,90.0,71.491,-878.242,0.406,4.368,E
76.648,77.313,74.324,74.399,90.0,72.426,-744.195,-1.304,0.988,E
76.332,76.738,74.922,76.244,90.0,73.384,-945.368,0.29,-0.804,E
74.423,75.381,77.042,74.777,90.0,73.284,-113.175,-1.763,4.715,E
75.073,75.181,73.822,73.909,90.0,70.521,-726.395,0.085,5.212,E
73.255,77.474,73.115,76.245,90.0,70.626,-726.092,-1.898,5.417,E
75.161,74.99,76.373,73.776,90.0,71.277,-572.958,-1.892,3.303,E
74.754,77.502,76.525,73.897,90.0,71.798,-817.784,-1.3,5.09,E
77.943,73.449,75.558,75.609,90.0,71.013,-202.856,0.433,-0.575,E
75.609,74.576,73.218,77.185,90.0,70.471,-427.509,-0.415,2.159,E
73.694,77.908,74.835,77.173,90.0,70.293,-640.612,0.003,3.943,E
77.697,75.687,73.957,77.854,90.0,72.188,-353.044,-0.843,5.989,E
77.832,75.069,75.492,77.455,90.0,73.115,-601.6,0.413,2.27,E
74.967,74.257,76.292,73.454,90.0,71.664,-223.028,-0.848,4.614,E
76.919,74.181,74.432,73.032,90.0,73.849,-483.841,-1.799,1.104,E
76.303,76.681,75.653,77.315,90.0,72.714,-497.247,0.595,5.619,E
73.356,75.844,74.938,74.385,90.0,73.184,-600.468,-0.438,0.788,E
75.1,77.798,77.183,77.278,90.0,73.392,-752.377,0.289,4.064,E
73.22,73.046,76.373,75.341,90.0,71.958,-260.566,-0.895,2.886,E
74.807,77.153,76.417,73.297,90.0,70.607,-784.002,0.566,3.538,E
76.834,76.222,73.318,73.575,90.0,71.462,-843.164,0.168,-0.204,E
74.12,76.368,76.409,76.184,90.0,71.583,-270.911,0.739,2.543,E
75.324,76.026,73.556,74.333,90.0,70.892,-94.728,-0.674,-0.11,E
73.145,77.513,73.418,73.038,90.0,71.594,-387.787,0.044,5.416,E
76.015,74.815,74.291,77.765,90.0,71.877,-970.063,0.123,2.38,E
76.026,76.556,77.679,75.354,90.0,73.748,-795.782,0.377,-0.919,E
77.398,73.906,76.053,73.843,90.0,72.788,-798.045,-0.511,2.287,E
76.744,76.853,76.424,76.656,90.0,70.327,-902.038,-0.195,0.413,E
74.535,77.201,73.421,76.154,90.0,73.063,-957.427,0.123,1.747,E
74.146,77.507,76.227,75.979,90.0,73.669,-307.92,-0.341,2.533,E
76.974,77.705,74.235,77.455,90.0,73.197,-427.754,-1.016,-0.461,E
75.499,74.505,74.135,76.963,90.0,71.144,-664.904,-0.724,4.853,E
76.219,76.945,76.324,74.901,90.0,72.34,-698.103,0.687,2.079,E
77.753,74.351,76.511,73.543,90.0,73.827,-705.952,0.333,2.045,E
77.228,75.905,73.797,75.869,90.0,71.087,-811.383,-1.707,1.651,E
77.785,77.912,73.29,75.131,90.0,70.271,-132.127,0.695,2.051,E
73.637,77.299,77.474,75.017,90.0,70.22,-69.578,-0.355,2.783,E
77.696,76.225,76.944,77.083,90.0,70.149,-767.484,-0.551,0.532,E
74.834,76.838,74.796,75.247,90.0,70.146,-198.791,-0.125,2.493,E
74.479,77.392,77.671,73.085,90.0,72.648,-114.917,-1.287,5.636,E
75.165,76.135,73.334,75.784,90.0,71.659,-681.796,-1.648,3.388,E
64.262,66.413,64.018,73.873,90.0,70.114,-891.731,0.302,2.031,F
65.613,64.895,65.822,72.469,90.0,69.885,-522.647,0.647,1.056,F
65.84,66.67,65.638,74.088,90.0,69.189,-525.968,-1.642,1.213,F
64.763,67.242,65.893,73.106,90.0,70.66,-381.425,1.075,-1.362,F
66.942,66.159,65.322,73.773,90.0,71.496,-429.486,0.992,-2.827,F
64.216,67.56,64.159,73.582,90.0,70.606,-248.904,1.614,-2.894,F
64.391,67.116,65.527,73.308,90.0,71.202,-739.091,0.917,1.908,F
67.073,64.646,65.475,75.483,90.0,68.574,-716.939,0.141,-0.52,F
65.814,64.662,64.095,72.938,90.0,71.54,-951.064,-1.676,-3.762,F
64.517,65.066,64.775,73.76,90.0,70.875,-312.822,0.798,2.583,F
67.481,65.483,64.482,72.497,90.0,70.504,-22.538,-1.442,-2.807,F
65.141,64.704,62.486,72.495,90.0,70.245,-952.077,1.66,0.1,F
66.203,64.413,62.488,73.196,90.0,69.012,-235.041,-0.408,2.129,F
64.407,64.852,64.614,74.118,90.0,69.268,-129.012,1.315,-2.75,F
64.403,66.696,62.33,74.411,90.0,68.746,-590.481,1.729,-1.149,F
66.796,65.841,63.408,72.896,90.0,70.719,-868.223,0.217,-0.281,F
64.296,66.991,64.557,75.256,90.0,71.524,-997.505,-0.529,0.731,F
65.602,65.949,65.232,72.664,90.0,71.249,-373.644,0.995,-0.519,F
65.005,66.475,64.833,72.378,90.0,71.083,-458.163,-0.179,-0.369,F
67.775,67.375,65.086,75.459,90.0,69.033,-235.383,-1.821,-3.714,F
65.732,64.274,62.049,74.552,90.0,71.412,-79.969,0.82,-1.586,F
65.504,66.288,62.37,75.662,90.0,68.951,-223.594,-0.841,2.161,F
66.687,67.026,63.034,75.551,90.0,70.822,-308.678,-1.655,-2.64,F
67.758,67.857,63.686,74.224,90.0,68.406,-275.207,1.658,-1.649,F
65.499,65.422,63.585,73.356,90.0,71.805,-555.922,1.874,0.792,F
64.906,65.352,63.795,72.777,90.0,71.368,-411.844,-0.994,-0.705,F
66.943,64.132,65.337,72.361,90.0,69.846,-951.936,-0.24,0.587,F
66.829,66.674,64.45,74.59,90.0,70.231,-674.205,-1.536,-3.159,F
65.239,64.467,65.588,74.201,90.0,71.07,-646.153,1.242,-1.588,F
65.475,65.698,65.314,75.299,90.0,71.761,-102.865,1.964,-1.097,F
67.223,65.428,65.765,72.22,90.0,69.395,-459.729,1.074,-1.946,F
67.165,65.708,65.375,75.57,90.0,68.459,-414.563,-0.425,-1.976,F
66.88,67.316,62.062,72.071,90.0,71.326,-826.903,1.6,-3.041,F
65.217,64.628,65.968,74.742,90.0,71.793,-724.407,-0.102,-3.252,F
66.943,67.523,63.84,72.605,90.0,71.036,-643.684,-0.645,-0.125,F
65.651,64.927,64.358,73.796,90.0,69.867,-428.353,1.462,-2.639,F
65.917,65.83,63.509,74.244,90.0,68.715,-578.014,0.257,-1.562,F
65.755,67.966,63.404,73.168,90.0,70.203,-147.431,-1.664,-3.462,F
65.61,66.307,62.39,72.883,90.0,68.764,-653.022,0.876,2.497,F
64.916,67.744,62.616,72.042,90.0,71.755,-616.226,1.249,-2.719,F
66.813,64.028,63.852,73.259,90.0,71.026,-25.235,-1.386,2.605,F
64.112,66.364,65.223,75.458,90.0,69.194,-149.302,-1.233,-1.843,F
67.644,66.269,64.253,75.789,90.0,69.94,-347.259,1.698,2.527,F
67.561,67.263,65.451,75.085,90.0,69.336,-177.421,-0.262,-1.648,F
66.162,67.603,65.229,72.004,90.0,68.149,-610.939,-1.262,-0.611,F
64.182,67.259,64.747,74.021,90.0,69.821,-515.045,-1.903,2.356,F
66.644,66.885,65.15,72.822,90.0,70.378,-379.69,-1.763,-3.598,F
64.515,64.582,63.637,72.798,90.0,68.446,-220.714,-0.809,2.929,F
64.081,64.438,63.301,73.214,90.0,70.55,-844.793,-0.505,-2.215,F
67.704,65.028,65.505,75.852,90.0,69.357,-825.417,0.676,2.909,F
66.736,66.318,65.388,74.321,90.0,71.871,-416.428,0.15,1.719,F
67.789,65.119,65.931,73.516,90.0,69.362,-408.522,-1.307,1.202,F
64.265,64.951,64.334,73.264,90.0,69.759,-417.965,-0.9,-1.865,F
66.194,64.728,65.51,73.124,90.0,68.251,-792.917,-1.904,-3.528,F
66.573,67.431,63.539,75.357,90.0,68.195,-219.038,-0.677,-3.267,F
64.471,66.773,63.68,75.576,90.0,71.654,-755.752,-0.7,-3.317,F
65.09,64.857,64.944,72.071,90.0,69.477,-662.89,1.323,-3.362,F
64.581,64.213,64.996,73.003,90.0,69.18,-796.196,0.912,-1.011,F
64.64,66.026,65.5,74.628,90.0,68.842,-331.915,0.884,2.829,F
64.205,64.319,62.236,72.143,90.0,71.805,-577.052,-0.011,-3.66,F
66.281,65.591,65.775,74.316,90.0,71.372,-735.999,1.89,-0.403,F
64.372,65.035,62.381,73.379,90.0,68.574,-994.948,-0.949,-1.326,F
66.034,66.54,64.313,72.226,90.0,68.527,-834.534,1.74,-0.067,F
64.581,65.416,63.947,73.836,90.0,68.594,-93.105,1.417,-0.138,F
65.886,67.187,63.329,73.263,90.0,69.909,-311.963,-0.413,0.497,F
64.971,64.528,64.757,72.686,90.0,68.878,-401.7,-1.982,-0.492,F
65.82,64.659,65.304,73.679,90.0,68.512,-397.38,-1.227,-2.693,F
64.916,64.55,62.226,73.09,90.0,71.355,-804.442,0.381,-3.833,F
64.577,64.594,62.879,75.783,90.0,70.904,-334.799,0.908,-3.309,F
65.201,64.203,65.973,75.653,90.0,69.678,-869.124,-0.219,1.504,F
66.552,65.701,62.233,75.54,90.0,68.653,-446.502,0.477,-1.193,F
67.038,66.64,63.207,72.468,90.0,71.751,-837.074,1.249,2.32,F
65.04,67.4,62.428,74.288,90.0,68.393,-270.979,1.881,1.275,F
65.453,64.151,64.207,72.889,90.0,68.457,-301.324,1.099,0.626,F
66.986,66.535,64.651,73.64,90.0,70.858,-904.228,-0.556,1.95,F
64.216,64.7,62.322,75.4,90.0,71.455,-138.609,0.111,-1.778,F
64.863,65.386,65.791,72.807,90.0,70.216,-801.661,0.094,-2.87,F
64.193,66.654,63.002,75.142,90.0,71.915,-829.614,1.68,-0.231,F
64.194,67.652,62.57,72.777,90.0,70.733,-720.916,0.943,0.535,F
65.108,67.884,63.865,72.926,90.0,71.147,-783.244,0.661,2.158,F
67.751,65.058,62.201,73.0,90.0,70.624,-321.184,0.375,-0.835,F
64.418,64.02,65.752,73.245,90.0,70.858,-8.32,0.386,2.895,F
65.748,65.661,64.132,75.084,90.0,68.895,-569.16,-1.223,-2.943,F
66.551,65.915,63.032,74.611,90.0,69.454,-94.411,-0.716,-0.273,F
65.388,66.366,62.178,72.978,90.0,70.487,-443.287,1.163,1.449,F
65.005,67.485,65.823,72.342,90.0,71.89,-126.529,-0.752,-0.644,F
67.96,67.683,64.991,72.492,90.0,70.104,-642.845,-1.431,-0.087,F
66.321,66.132,64.76,72.003,90.0,69.772,-142.31,1.63,-2.743,F
67.064,67.12,64.949,74.195,90.0,69.537,-172.005,1.685,1.894,F
66.288,65.215,62.667,72.684,90.0,68.024,-267.363,-0.399,2.803,F
66.786,66.174,63.869,74.01,90.0,68.084,-407.89,-1.775,2.141,F
67.939,64.993,64.229,73.982,90.0,68.245,-118.766,0.819,1.227,F
66.722,67.818,65.556,72.817,90.0,68.299,-19.139,1.64,-0.064,F
65.027,66.655,62.641,72.419,90.0,69.247,-334.181,1.168,-2.656,F
64.506,64.617,64.441,75.763,90.0,70.246,-334.704,0.594,-0.149,F
66.196,64.166,65.306,75.821,90.0,71.309,-104.218,0.608,2.821,F
64.052,66.477,64.93,72.187,90.0,68.857,-668.899,1.308,-1.373,F
65.841,67.087,62.3,75.486,90.0,69.202,-292.465,1.075,-2.694,F
67.095,65.564,65.426,75.484,90.0,70.848,-210.556,-1.71,-2.444,F
65.006,66.738,64.257,72.772,90.0,69.937,-603.388,-0.741,2.197,F
77.265,76.791,76.324,66.512,90.0,68.915,-172.069,-689.413,3.493,G
78.683,75.047,76.627,67.642,90.0,66.128,-755.436,-917.928,3.305,G
79.899,75.726,74.708,65.3,90.0,65.818,-233.12,-306.557,-0.662,G
78.402,76.905,77.454,65.555,90.0,67.349,-857.607,-198.764,3.197,G
76.571,78.334,74.622,67.159,90.0,66.136,-500.262,-599.878,1.993,G
79.45,78.311,77.095,68.383,90.0,66.976,-212.749,-264.971,1.843,G
79.573,77.952,76.996,66.138,90.0,67.889,-170.502,-266.064,-0.635,G
78.111,76.282,77.941,68.659,90.0,68.085,-20.451,-20.455,3.033,G
79.344,78.561,75.222,66.982,90.0,65.089,-804.74,-685.355,0.266,G
79.696,76.399,75.262,65.45,90.0,67.2,-237.252,-506.393,2.925,G
76.688,75.97,75.678,68.789,90.0,67.798,-825.607,-519.201,3.918,G
76.37,76.221,75.505,68.208,90.0,67.24,-64.574,-702.603,3.732,G
76.011,78.836,77.151,67.876,90.0,67.056,-722.745,-827.318,3.417,G
76.949,75.788,76.382,65.827,90.0,68.271,-139.857,-6.229,2.605,G
78.953,77.978,77.539,66.843,90.0,67.876,-483.822,-256.606,0.537,G
79.303,76.031,75.817,67.72,90.0,68.745,-703.919,-897.684,1.732,G
77.185,75.5,76.665,68.759,90.0,67.075,-385.635,-459.755,2.334,G
76.629,77.99,77.06,67.606,90.0,67.416,-691.562,-542.589,2.437,G
79.181,77.347,75.876,67.493,90.0,68.883,-358.054,-981.539,-0.409,G
79.393,76.865,75.364,67.328,90.0,65.029,-771.474,-246.008,0.706,G
77.332,77.003,75.622,65.778,90.0,68.332,-416.25,-332.881,1.518,G
76.275,78.197,76.35,67.596,90.0,66.204,-32.411,-218.578,0.073,G
77.295,75.914,77.376,68.87,90.0,65.251,-149.335,-605.935,2.722,G
78.15,78.095,76.345,67.209,90.0,65.515,-11.337,-795.977,0.842,G
78.474,75.949,77.167,68.294,90.0,66.97,-256.115,-648.282,0.935,G
76.786,75.27,76.089,65.929,90.0,66.517,-864.334,-814.024,3.224,G
79.42,75.051,76.247,68.506,90.0,66.905,-867.263,-31.728,3.928,G
78.332,78.768,76.851,66.979,90.0,68.876,-439.817,-718.832,2.887,G
79.083,77.566,76.085,68.964,90.0,65.056,-530.569,-145.805,2.883,G
78.191,76.375,76.408,67.594,90.0,66.983,-961.304,-328.157,-0.459,G
79.927,77.628,75.024,68.942,90.0,66.777,-306.442,-923.579,-0.248,G
77.129,77.557,75.107,67.949,90.0,68.771,-389.334,-97.685,0.396,G
76.52,75.963,76.628,66.503,90.0,68.771,-525.973,-612.408,3.62,G
79.607,75.524,77.335,68.186,90.0,65.351,-309.925,-172.337,3.783,G
79.419,75.157,77.178,67.648,90.0,68.158,-157.729,-770.962,1.687,G
79.899,78.328,74.368,66.86,90.0,66.9,-68.826,-74.498,2.339,G
76.51,77.135,75.806,65.03,90.0,67.917,-509.997,-247.78,2.592,G
76.771,75.733,77.445,68.298,90.0,68.784,-354.179,-175.592,3.273,G
79.856,76.399,76.895,65.807,90.0,66.901,-678.123,-361.135,3.905,G
79.034,77.902,74.815,66.492,90.0,65.942,-525.904,-521.89,1.814,G
78.768,76.867,74.994,66.257,90.0,66.078,-337.829,-936.901,-0.943,G
76.002,75.814,74.034,67.199,90.0,67.17,-413.426,-432.184,3.909,G
76.012,78.509,77.287,66.458,90.0,67.116,-296.01,-787.743,2.155,G
78.082,78.474,77.0,65.105,90.0,67.38,-638.944,-299.18,2.312,G
77.699,75.492,77.75,66.922,90.0,66.473,-85.416,-426.136,1.841,G
78.166,76.695,74.979,67.065,90.0,66.914,-338.501,-743.732,2.82,G
77.85,78.41,76.733,68.307,90.0,66.532,-307.942,-217.736,0.606,G
77.948,78.496,74.09,65.904,90.0,66.729,-217.357,-672.69,1.674,G
78.558,76.854,75.377,65.754,90.0,66.489,-43.486,-110.945,1.414,G
77.865,75.597,74.908,67.605,90.0,67.847,-305.758,-551.233,2.329,G
78.656,76.538,77.415,68.337,90.0,68.588,-553.043,-266.712,3.407,G
76.448,78.249,76.286,66.699,90.0,68.214,-743.985,-440.213,-0.738,G
77.06,78.328,76.232,65.196,90.0,68.444,-215.556,-556.209,2.569,G
79.047,78.696,76.221,66.76,90.0,65.337,-829.524,-281.77,2.411,G
77.416,77.804,76.093,65.234,90.0,67.923,-285.102,-966.907,-0.102,G
79.99,78.394,76.12,66.392,90.0,66.804,-660.875,-568.462,-0.369,G
76.86,76.281,76.82,66.671,90.0,66.793,-114.939,-229.566,0.801,G
78.628,78.459,74.026,67.227,90.0,67.251,-351.433,-339.694,2.092,G
76.227,77.875,74.734,67.072,90.0,65.04,-365.188,-978.759,2.163,G
76.807,78.911,75.54,65.017,90.0,67.05,-716.209,-593.4,3.77,G
79.841,77.186,76.406,65.972,90.0,67.479,-342.295,-912.678,0.91,G
76.043,75.543,74.988,68.477,90.0,66.483,-918.971,-590.755,1.423,G
79.139,78.408,77.658,68.116,90.0,65.572,-636.116,-121.194,0.197,G
77.819,76.623,77.683,65.964,90.0,66.08,-868.273,-199.277,0.17,G
78.922,75.527,74.867,67.299,90.0,68.056,-129.536,-5.802,-0.324,G
79.0,78.515,77.118,66.428,90.0,66.552,-435.611,-664.224,0.432,G
78.181,78.842,74.01,65.999,90.0,65.055,-865.697,-212.129,2.128,G
77.928,77.081,76.212,68.789,90.0,65.016,-850.803,-477.315,-0.871,G
79.072,76.764,77.329,67.978,90.0,67.703,-642.689,-255.783,2.625,G
76.824,77.437,76.038,65.004,90.0,67.195,-550.589,-650.63,2.827,G
77.491,76.207,74.059,65.892,90.0,65.706,-622.502,-106.286,1.986,G
79.65,77.177,76.289,67.328,90.0,68.41,-706.747,-590.783,-0.898,G
78.21,75.168,75.095,65.936,90.0,66.552,-541.509,-722.617,0.978,G
76.637,78.093,74.859,65.357,90.0,66.71,-561.362,-31.632,-0.107,G
76.132,78.351,76.642,65.378,90.0,65.798,-436.172,-45.488,-0.115,G
78.863,77.428,75.884,67.016,90.0,66.307,-487.276,-860.644,3.193,G
76.421,76.393,74.091,67.338,90.0,66.924,-843.912,-141.04,3.765,G
78.242,78.827,75.175,66.067,90.0,65.455,-155.643,-264.197,1.661,G
77.535,75.365,76.233,68.983,90.0,68.778,-16.096,-802.367,0.124,G
76.833,77.435,76.517,67.692,90.0,65.052,-743.68,-702.046,0.239,G
79.382,78.078,76.698,65.841,90.0,65.517,-152.242,-871.308,2.43,G
78.252,78.771,77.756,67.824,90.0,65.126,-34.212,-911.189,1.271,G
79.752,75.489,74.22,66.498,90.0,68.536,-880.254,-706.353,2.219,G
78.693,78.792,76.101,67.01,90.0,68.91,-569.75,-24.239,1.681,G
79.982,77.471,76.637,65.329,90.0,65.412,-356.781,-126.767,3.37,G
77.149,76.219,77.303,65.094,90.0,65.746,-274.634,-860.588,2.501,G
76.722,76.235,75.378,67.666,90.0,68.411,-667.476,-56.574,2.177,G
79.357,75.046,77.692,68.793,90.0,66.297,-878.837,-445.452,2.291,G
77.748,78.492,75.702,68.841,90.0,68.22,-912.236,-297.133,2.543,G
77.525,75.104,76.64,67.345,90.0,66.383,-82.315,-492.098,1.633,G
77.427,76.62,77.476,67.103,90.0,65.53,-307.235,-858.308,1.761,G
76.176,78.352,75.504,66.742,90.0,65.114,-530.012,-721.074,2.717,G
78.075,75.034,76.161,66.326,90.0,65.551,-949.975,-665.775,0.382,G
79.583,78.714,75.756,68.48,90.0,67.787,-332.203,-6.481,1.014,G
77.952,77.356,76.793,65.211,90.0,66.911,-62.325,-94.647,0.588,G
